meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA234,RCT4263,Richardson,2015,Am J Respir Crit Care Med,21025086,Thailand,IL-6 inhibitor agent,Standard dose,Placebo,320,354,binary,90,143,,,,,,,,12,45.4,11.7,32,65,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4264,Gutierrez,2014,J Am Coll Cardiol,31447532,Austria,IL-6 inhibitor agent,Standard dose,Placebo,549,494,binary,66,66,,,,,,,,12,59.9,12.5,38,80,Severe,COPD,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4265,Thompson,2014,Antimicrob Agents Chemother,18459085,France,IL-6 inhibitor agent,Standard dose,Active comparator,387,428,binary,110,183,,,,,,,,48,56.8,13.5,32,69,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4266,Myers,2016,Am J Psychiatry,25886495,Denmark,IL-6 inhibitor agent,Standard dose,Placebo,494,301,binary,291,128,,,,,,,,48,56.4,9.6,43,79,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA234,RCT4267,Wilson,2022,Am J Respir Crit Care Med,36372460,Netherlands,IL-6 inhibitor agent,Standard dose,Active comparator,521,408,binary,48,60,,,,,,,,48,51.9,13.8,27,54,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,IL-6 inhibitor,Primary outcome
CMETA235,RCT4268,Stewart,2007,Ann Intern Med,30003496,Egypt,Bisphosphonate agent,Standard dose,Placebo,1176,1014,continuous,,,48.3,28.4,59.9,26.4,,,,12,50.6,11.2,52,58,Mild,Diabetes,low,low,low,low,low,low,low,low,no,no,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4269,Ross,2020,BMJ,20032862,Indonesia,Bisphosphonate agent,Standard dose,Active comparator,934,950,continuous,,,60.1,25.9,71.3,25.7,,,,36,64.9,13.6,49,58,Mild,CKD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4270,Gonzalez,2015,Lancet Respir Med,32166277,Sweden,Bisphosphonate agent,Standard dose,Placebo,433,682,continuous,,,38.6,23.9,48.2,24.5,,,,48,57.0,10.9,54,47,Severe,COPD,low,low,unclear,low,low,low,low,unclear,no,no,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4271,Jimenez,2016,Lancet Neurol,27156077,Indonesia,Bisphosphonate agent,Standard dose,Placebo,1022,1032,continuous,,,50.9,17.5,55.9,17.5,,,,36,55.2,12.2,45,83,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4272,Lee,2022,Clin Cancer Res,20036433,Austria,Bisphosphonate agent,Standard dose,Active comparator,1196,771,continuous,,,67.2,22.7,79.7,23.9,,,,12,54.0,13.5,57,47,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4273,Ramos,2015,Pain,32562774,Mexico,Bisphosphonate agent,Standard dose,Placebo,1147,844,continuous,,,58.5,16.0,74.9,16.0,,,,24,55.0,8.8,57,50,Mild,None,low,low,low,low,low,low,low,low,no,no,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4274,Sanchez,2015,Blood,29608142,Norway,Bisphosphonate agent,Standard dose,Active comparator,826,751,continuous,,,26.1,29.2,42.7,26.9,,,,24,53.5,11.5,50,63,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4275,Smith,2021,Lancet Neurol,25012175,Thailand,Bisphosphonate agent,Standard dose,Placebo,459,941,continuous,,,47.8,12.7,65.7,13.0,,,,12,54.1,13.5,53,57,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4276,James,2023,Ann Oncol,17437296,Venezuela,Bisphosphonate agent,Standard dose,Placebo,1184,911,continuous,,,52.6,25.3,57.4,22.3,,,,24,49.9,11.3,51,45,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4277,Adams,2014,Br J Cancer,32698380,Sweden,Bisphosphonate agent,Standard dose,Placebo,712,733,continuous,,,61.3,19.2,74.7,22.4,,,,12,63.7,8.4,56,79,Mild,Multiple,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4278,Thomas,2015,Ann Oncol,24060619,Thailand,Bisphosphonate agent,Standard dose,Placebo,1003,470,continuous,,,32.9,14.8,45.9,14.3,,,,36,48.8,8.7,52,58,Severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4279,Cox,2017,Clin Infect Dis,20748017,South Africa,Bisphosphonate agent,Standard dose,Placebo,991,875,continuous,,,63.8,16.6,78.3,19.0,,,,60,55.9,8.1,52,63,Mild,Diabetes,low,low,low,low,low,low,high,high,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4280,Jones,2020,Lancet Diabetes Endocrinol,19891967,Denmark,Bisphosphonate agent,Standard dose,Placebo,916,549,continuous,,,42.4,25.6,53.8,22.4,,,,12,58.5,10.9,43,56,Mild,HTN,low,unclear,low,low,low,low,low,unclear,no,no,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4281,Ortiz,2006,Clin Cancer Res,30154890,Germany,Bisphosphonate agent,Standard dose,Active comparator,446,971,continuous,,,59.9,13.4,79.1,13.8,,,,48,57.0,9.9,55,61,Severe,CKD,low,low,low,low,unclear,low,low,unclear,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4282,Wilson,2023,Ann Oncol,30393731,Chile,Bisphosphonate agent,Standard dose,Placebo,703,1193,continuous,,,64.6,26.9,70.7,23.5,,,,48,48.7,13.1,43,72,Mild,Multiple,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4283,Hughes,2019,Chest,23999009,Poland,Bisphosphonate agent,Standard dose,Active comparator,461,892,continuous,,,46.1,28.4,56.8,25.8,,,,12,50.8,12.5,44,85,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4284,Young,2008,Antimicrob Agents Chemother,16341703,Brazil,Bisphosphonate agent,Standard dose,Placebo,592,1086,continuous,,,75.0,19.0,79.8,19.5,,,,24,52.1,11.5,45,54,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4285,Castillo,2021,Ann Neurol,35520695,Finland,Bisphosphonate agent,Standard dose,Placebo,1125,1070,continuous,,,45.1,19.4,59.0,18.2,,,,24,48.1,9.7,51,65,Severe,None,low,unclear,low,low,low,low,low,unclear,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4286,Lewis,2020,Ann Rheum Dis,23641381,Greece,Bisphosphonate agent,Standard dose,Placebo,759,1095,continuous,,,58.9,14.2,71.0,16.3,,,,12,60.7,10.8,55,74,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4287,Gutierrez,2016,Lancet Respir Med,33457917,USA,Bisphosphonate agent,Standard dose,Active comparator,889,729,continuous,,,44.6,16.5,54.3,14.7,,,,24,49.0,12.7,51,77,Moderate,CVD,low,unclear,low,low,low,low,low,unclear,yes,no,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4288,Reed,2022,Circulation,35729361,Thailand,Bisphosphonate agent,Standard dose,Placebo,1116,830,continuous,,,25.7,29.6,43.3,26.1,,,,48,62.2,10.0,48,69,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4289,Mendoza,2019,Clin Infect Dis,33051509,Mexico,Bisphosphonate agent,Standard dose,Placebo,1147,1113,continuous,,,68.4,21.0,78.6,22.4,,,,12,52.3,9.7,49,48,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4290,Scott,2005,J Clin Endocrinol Metab,24349776,South Korea,Bisphosphonate agent,Standard dose,Active comparator,605,855,continuous,,,48.2,22.9,53.6,22.1,,,,48,62.1,11.4,56,45,Moderate,CVD,low,low,low,low,low,low,unclear,unclear,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4291,Robinson,2016,JAMA Neurol,32557273,Finland,Bisphosphonate agent,Standard dose,Placebo,637,981,continuous,,,50.8,19.9,57.4,19.0,,,,24,63.3,10.5,48,66,Moderate-severe,Diabetes,low,low,unclear,low,low,low,low,unclear,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4292,Miller,2013,Stroke,34652834,India,Bisphosphonate agent,Standard dose,Placebo,1089,607,continuous,,,42.3,19.5,56.0,18.6,,,,60,60.6,9.0,58,74,Mild,CKD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA235,RCT4293,Morales,2021,Lancet Gastroenterol Hepatol,18073233,Belgium,Bisphosphonate agent,Standard dose,Placebo,448,751,continuous,,,55.7,14.2,74.1,13.8,,,,12,58.2,13.2,48,58,Moderate-severe,Diabetes+HTN,low,low,low,high,low,low,low,high,yes,yes,Endocrinology,Osteoporosis,Bisphosphonate,Primary outcome
CMETA236,RCT4294,Kelly,2010,Chest,23498649,Philippines,Sulfonylurea agent,Standard dose,Placebo,954,545,survival,,,,,,,0.66,0.57,0.77,48,51.0,12.7,53,55,Moderate,Diabetes+HTN,low,low,unclear,low,low,low,low,unclear,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4295,Patel,2008,Lancet Respir Med,23756783,UK,Sulfonylurea agent,Standard dose,Active comparator,868,1110,survival,,,,,,,0.71,0.57,0.83,36,53.4,10.3,58,78,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4296,Murphy,2022,Lancet Infect Dis,34177385,Finland,Sulfonylurea agent,Standard dose,Active comparator,635,475,survival,,,,,,,0.72,0.61,0.84,12,62.6,8.3,52,61,Severe,CVD,low,low,high,low,low,low,low,high,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4297,Diaz,2013,Ann Oncol,27679059,New Zealand,Sulfonylurea agent,Standard dose,Active comparator,855,640,survival,,,,,,,0.86,0.75,0.95,48,59.8,13.9,56,45,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4298,Bennett,2011,Haematologica,28014762,Singapore,Sulfonylurea agent,Standard dose,Active comparator,1061,892,survival,,,,,,,0.89,0.78,1.04,60,56.2,12.0,50,75,Moderate-severe,CKD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4299,Price,2023,Ann Intern Med,34383752,Japan,Sulfonylurea agent,Standard dose,Placebo,511,987,survival,,,,,,,0.55,0.45,0.66,60,48.9,9.1,42,80,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4300,Watson,2023,BMJ,16136382,Peru,Sulfonylurea agent,Standard dose,Placebo,421,706,survival,,,,,,,0.81,0.67,0.97,60,50.3,9.7,52,48,Mild,Multiple,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4301,Parker,2023,BMJ,33537949,India,Sulfonylurea agent,Standard dose,Active comparator,871,1113,survival,,,,,,,0.9,0.81,1.06,60,52.9,11.0,56,64,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4302,Martinez,2023,Ann Neurol,17872965,Italy,Sulfonylurea agent,Standard dose,Active comparator,542,769,survival,,,,,,,0.65,0.58,0.73,60,58.6,8.7,55,66,Moderate,COPD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4303,Mendoza,2009,Lancet Psychiatry,16180077,Peru,Sulfonylurea agent,Standard dose,Placebo,952,918,survival,,,,,,,0.71,0.59,0.82,60,63.3,9.1,45,51,Severe,Diabetes+HTN,low,low,low,low,unclear,low,low,unclear,yes,no,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4304,King,2013,Gut,22831688,Taiwan,Sulfonylurea agent,Standard dose,Placebo,1169,772,survival,,,,,,,0.57,0.46,0.67,36,57.6,11.3,47,79,Severe,Multiple,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4305,Baker,2019,Ann Oncol,33519943,South Korea,Sulfonylurea agent,Standard dose,Active comparator,1185,515,survival,,,,,,,0.71,0.59,0.81,36,60.9,10.7,52,68,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4306,Ramos,2018,Clin Infect Dis,34259936,Argentina,Sulfonylurea agent,Standard dose,Placebo,598,598,survival,,,,,,,0.77,0.63,0.92,24,57.8,13.7,47,78,Severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4307,Diaz,2015,Stroke,25969686,Portugal,Sulfonylurea agent,Standard dose,Active comparator,1109,1033,survival,,,,,,,0.67,0.59,0.78,12,59.0,12.3,51,79,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4308,Thomas,2022,Haematologica,17229577,South Korea,Sulfonylurea agent,Standard dose,Placebo,544,924,survival,,,,,,,0.66,0.57,0.77,12,52.1,9.0,47,81,Severe,CKD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4309,Taylor,2010,Lancet Psychiatry,36866552,Israel,Sulfonylurea agent,Standard dose,Active comparator,543,752,survival,,,,,,,0.68,0.56,0.81,60,49.3,10.1,48,86,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4310,Hernandez,2005,Blood,16807560,UAE,Sulfonylurea agent,Standard dose,Placebo,709,465,survival,,,,,,,0.61,0.49,0.68,60,63.3,11.3,45,69,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4311,Price,2015,Circulation,28901612,Greece,Sulfonylurea agent,Standard dose,Placebo,412,878,survival,,,,,,,0.63,0.5,0.7,12,63.1,13.7,57,84,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA236,RCT4312,Martinez,2012,Blood,29367289,Brazil,Sulfonylurea agent,Standard dose,Active comparator,707,732,survival,,,,,,,0.72,0.61,0.84,60,58.9,10.2,50,74,Mild,Multiple,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Type 1 diabetes,Sulfonylurea,Primary outcome
CMETA237,RCT4313,Williams,2019,Lancet Infect Dis,29955943,Colombia,Targeted therapy agent,Standard dose,Active comparator,650,571,continuous,,,55.4,21.7,64.0,20.0,,,,36,55.8,12.5,65,83,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4314,Howard,2023,Haematologica,29518982,South Korea,Targeted therapy agent,Standard dose,Placebo,800,478,continuous,,,57.9,25.1,68.7,24.0,,,,12,63.3,11.7,55,67,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4315,Martin,2012,Lancet Diabetes Endocrinol,36019654,Ireland,Targeted therapy agent,Standard dose,Placebo,494,782,continuous,,,69.3,19.4,78.1,22.7,,,,36,62.9,10.0,56,45,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4316,Scott,2006,Circulation,31975640,Israel,Targeted therapy agent,Standard dose,Active comparator,360,362,continuous,,,42.5,25.5,54.6,27.9,,,,48,63.9,12.8,60,67,Severe,None,low,low,low,unclear,low,low,low,unclear,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4317,Davis,2009,Diabetes Care,22416228,Japan,Targeted therapy agent,Standard dose,Active comparator,673,359,continuous,,,75.5,26.2,79.5,25.5,,,,48,58.5,10.0,54,81,Moderate-severe,Obesity,low,low,low,low,low,unclear,low,unclear,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4318,White,2014,Am J Gastroenterol,27868868,Venezuela,Targeted therapy agent,Standard dose,Placebo,401,307,continuous,,,54.4,12.8,58.2,12.2,,,,60,68.8,8.4,64,75,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4319,Howard,2010,Circulation,16819056,Portugal,Targeted therapy agent,Standard dose,Placebo,575,432,continuous,,,37.6,19.3,41.3,20.2,,,,12,67.0,13.9,59,80,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4320,Miller,2021,Lancet Psychiatry,35620041,Venezuela,Targeted therapy agent,Standard dose,Placebo,342,626,continuous,,,35.6,13.6,41.1,13.9,,,,24,64.7,8.6,53,56,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4321,Baker,2014,Pain,23431458,Hong Kong,Targeted therapy agent,Standard dose,Active comparator,769,697,continuous,,,43.4,23.3,61.4,22.6,,,,12,56.0,13.0,60,55,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4322,Rodriguez,2007,Haematologica,35867731,Philippines,Targeted therapy agent,Standard dose,Placebo,576,761,continuous,,,42.6,28.9,53.2,25.9,,,,48,67.0,11.9,69,69,Severe,None,low,low,low,low,low,low,low,low,yes,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4323,Moore,2015,NEJM,19770020,Norway,Targeted therapy agent,Standard dose,Active comparator,419,422,continuous,,,37.0,15.7,44.2,16.3,,,,12,65.0,10.3,53,85,Mild,COPD,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4324,Green,2016,Antimicrob Agents Chemother,34105820,Japan,Targeted therapy agent,Standard dose,Placebo,597,593,continuous,,,53.7,26.2,72.0,23.2,,,,12,67.3,13.6,75,45,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4325,White,2016,Lancet Infect Dis,30310717,Egypt,Targeted therapy agent,Standard dose,Placebo,673,548,continuous,,,46.3,12.2,63.0,12.7,,,,60,55.3,13.3,64,53,Severe,None,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4326,Morris,2013,Lancet,26007483,China,Targeted therapy agent,Standard dose,Active comparator,266,675,continuous,,,36.3,21.7,50.5,21.2,,,,36,66.8,13.1,48,66,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4327,Hernandez,2023,Ann Intern Med,32247243,UK,Targeted therapy agent,Standard dose,Placebo,749,772,continuous,,,32.1,20.2,49.5,22.4,,,,60,56.3,10.6,50,49,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4328,Perez,2006,Clin Cancer Res,25339717,Taiwan,Targeted therapy agent,Standard dose,Placebo,756,775,continuous,,,49.4,25.5,53.8,27.8,,,,60,62.1,13.9,63,81,Moderate,COPD,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4329,Ortiz,2012,Lancet Psychiatry,20630229,Egypt,Targeted therapy agent,Standard dose,Placebo,724,384,continuous,,,39.5,22.2,47.7,21.9,,,,60,64.5,13.3,66,82,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4330,Harris,2020,J Pain,34284199,France,Targeted therapy agent,Standard dose,Active comparator,732,758,continuous,,,59.3,27.4,78.2,26.3,,,,24,63.4,12.4,58,47,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4331,Hughes,2014,Ann Intern Med,33088918,Turkey,Targeted therapy agent,Standard dose,Active comparator,504,777,continuous,,,39.9,22.3,58.5,19.8,,,,36,69.1,9.8,60,74,Mild,None,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4332,Kim,2012,Ann Oncol,33328639,Peru,Targeted therapy agent,Standard dose,Placebo,554,393,continuous,,,59.7,14.2,79.2,16.6,,,,36,58.4,11.3,62,55,Moderate,CKD,low,low,low,low,unclear,low,low,unclear,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4333,Watson,2010,Br J Cancer,25559428,Switzerland,Targeted therapy agent,Standard dose,Placebo,727,549,continuous,,,53.1,26.8,65.1,25.7,,,,36,57.1,10.3,49,88,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4334,Gonzalez,2008,Circulation,35666300,Portugal,Targeted therapy agent,Standard dose,Active comparator,453,370,continuous,,,55.1,23.0,74.1,24.4,,,,48,68.5,13.8,53,79,Mild,Diabetes,low,low,unclear,low,low,low,low,unclear,yes,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4335,Morgan,2010,Arthritis Rheumatol,34879505,Venezuela,Targeted therapy agent,Standard dose,Placebo,286,729,continuous,,,31.6,18.7,49.2,17.2,,,,60,61.7,13.2,65,65,Mild,COPD,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4336,Cruz,2015,Clin Cancer Res,27363240,UK,Targeted therapy agent,Standard dose,Placebo,407,473,continuous,,,55.7,20.2,60.1,18.7,,,,24,55.6,9.3,71,55,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4337,Reed,2021,JAMA,33912829,New Zealand,Targeted therapy agent,Standard dose,Placebo,545,397,continuous,,,58.7,25.8,70.8,24.2,,,,48,63.7,10.9,49,46,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4338,Hernandez,2015,Gut,32996692,Singapore,Targeted therapy agent,Standard dose,Active comparator,277,374,continuous,,,72.8,15.9,76.4,15.3,,,,24,64.9,9.3,66,78,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,no,Oncology,NSCLC,Targeted therapy,Primary outcome
CMETA237,RCT4339,Sanders,2017,JAMA,20845755,Belgium,Targeted therapy agent,Standard dose,Active comparator,521,446,continuous,,,51.5,21.6,70.5,19.5,,,,36,66.7,13.7,51,78,Severe,None,low,low,low,low,low,low,low,low,no,yes,Oncology,NSCLC,Targeted therapy,Primary outcome
