cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0589,Budget Impact Analysis (BIA),2017,France,Societal,Rare Diseases,Behavioral,Decision Tree,30,14868.55,45299.79,-30431.24,5.5285,2.041,3.4875,-8725.74,80000,Dominant,True,True,0.842,0.03,0.035,21,True,Expert Opinion,True,0,True,False,Industry
CEA0590,Cost-Minimization Analysis (CMA),2019,Sweden,Hospital,Oncology,Screening,Discrete Event Simulation,10,28668.53,43457.81,-14789.28,7.4526,5.9426,1.51,-9794.19,80000,Dominant,True,True,0.675,0.035,0.04,21,True,EQ-5D,True,3,True,False,Government
CEA0591,Cost-Minimization Analysis (CMA),2018,South Korea,Healthcare payer,Diabetes,Screening,Markov,30,83973.25,137236.27,-53263.03,4.1821,9.8292,-5.6471,9431.89,80000,Highly Cost-Effective,True,False,,0.03,0.03,15,True,SF-6D,False,1,True,True,Government
CEA0592,Cost-Benefit Analysis (CBA),2019,Australia,Patient,Cardiology,Surgical,Discrete Event Simulation,20,174479.82,104808.13,69671.69,5.0491,2.3082,2.7409,25419.33,80000,Highly Cost-Effective,True,False,,0.035,0.035,22,True,SF-6D,True,7,False,False,Independent
CEA0593,Cost-Effectiveness Analysis (CEA),2016,Canada,Hospital,Respiratory,Screening,Discrete Event Simulation,30,126854.58,138397.47,-11542.89,9.1541,12.0594,-2.9053,3973.08,80000,Highly Cost-Effective,True,False,,0.04,0.035,12,True,Expert Opinion,True,9,True,False,Industry
CEA0594,Cost-Benefit Analysis (CBA),2018,South Korea,Patient,Neurology,Prevention,Hybrid,5,28704.82,77226.25,-48521.43,14.8221,12.5193,2.3028,-21070.17,80000,Dominant,True,True,0.734,0.05,0.035,16,True,SF-6D,True,5,True,False,Industry
CEA0595,Cost-Effectiveness Analysis (CEA),2024,Germany,Hospital,Oncology,Pharmaceutical,Discrete Event Simulation,Lifetime,98173.61,98398.43,-224.82,9.5234,9.9468,-0.4234,531.04,80000,Highly Cost-Effective,True,False,,0.03,0.05,21,True,HUI,True,8,True,False,Government
CEA0596,Cost-Benefit Analysis (CBA),2019,Italy,Government,Respiratory,Diagnostic,Markov,10,6649.71,12118.12,-5468.41,11.6661,8.6548,3.0113,-1815.94,80000,Dominant,True,True,0.6,0.035,0.035,24,True,Literature,False,1,True,True,Industry
CEA0597,Cost-Minimization Analysis (CMA),2015,Japan,Societal,Respiratory,Surgical,Decision Tree,30,129183.74,108414.12,20769.61,11.5899,10.6777,0.9122,22768.32,80000,Highly Cost-Effective,True,True,0.462,0.05,0.05,19,True,SF-6D,False,3,True,True,Mixed
CEA0598,Cost-Benefit Analysis (CBA),2018,USA,Healthcare payer,Neurology,Device,Discrete Event Simulation,30,172102.27,81745.08,90357.2,4.6927,5.238,-0.5453,-165693.62,100000,Dominant,True,False,,0.04,0.04,17,True,SF-6D,True,4,False,False,Government
CEA0599,Budget Impact Analysis (BIA),2022,USA,Government,Vaccines,Pharmaceutical,Hybrid,30,187624.13,38998.34,148625.79,7.5476,11.5433,-3.9957,-37196.31,100000,Dominant,True,False,,0.035,0.035,17,True,Literature,True,9,False,False,Industry
CEA0600,Cost-Effectiveness Analysis (CEA),2017,USA,Hospital,Diabetes,Screening,Decision Tree,20,34686.97,30117.1,4569.88,4.3214,12.2912,-7.9698,-573.4,100000,Dominant,True,True,0.868,0.05,0.05,23,False,EQ-5D,True,8,True,False,Industry
CEA0601,Cost-Effectiveness Analysis (CEA),2022,UK,Hospital,Oncology,Digital Health,Hybrid,10,85306.62,69938.74,15367.88,8.2765,8.2843,-0.0078,,50000,Inconclusive,True,True,0.7,0.035,0.035,13,True,Literature,True,2,False,True,Government
CEA0602,Cost-Benefit Analysis (CBA),2019,Italy,Government,Infectious Disease,Behavioral,Hybrid,5,181618.97,61728.84,119890.13,9.169,10.3435,-1.1744,-102081.96,80000,Dominant,True,True,0.607,0.035,0.04,17,False,EQ-5D,True,1,False,False,Government
CEA0603,Cost-Minimization Analysis (CMA),2019,Japan,Government,Vaccines,Behavioral,Discrete Event Simulation,30,141984.01,148666.38,-6682.37,7.6795,11.4926,-3.8131,1752.49,80000,Highly Cost-Effective,True,True,0.835,0.035,0.035,14,True,EQ-5D,True,0,False,True,Government
CEA0604,Cost-Benefit Analysis (CBA),2023,Australia,Patient,Neurology,Digital Health,Hybrid,1,56665.5,74274.28,-17608.78,6.9264,8.0838,-1.1574,15214.06,80000,Highly Cost-Effective,True,False,,0.035,0.03,12,True,Expert Opinion,False,9,True,True,Government
CEA0605,Cost-Utility Analysis (CUA),2020,USA,Hospital,Infectious Disease,Diagnostic,Markov,20,173986.0,18460.56,155525.45,11.6546,6.9983,4.6564,33400.65,100000,Highly Cost-Effective,True,True,0.814,0.04,0.035,19,False,EQ-5D,False,8,False,True,Industry
CEA0606,Cost-Utility Analysis (CUA),2015,Spain,Government,Mental Health,Behavioral,Hybrid,Lifetime,113753.42,89990.74,23762.68,4.7016,9.2209,-4.5192,-5258.13,80000,Dominant,False,False,,0.03,0.035,13,True,Literature,True,8,True,False,Industry
CEA0607,Budget Impact Analysis (BIA),2017,Netherlands,Patient,Diabetes,Device,Discrete Event Simulation,30,172101.62,78632.46,93469.16,9.1177,4.5905,4.5272,20646.0,80000,Highly Cost-Effective,True,False,,0.04,0.03,12,True,EQ-5D,False,5,True,True,Independent
CEA0608,Cost-Minimization Analysis (CMA),2023,Italy,Government,Respiratory,Prevention,Decision Tree,5,101942.69,135757.88,-33815.19,3.6771,11.7581,-8.0811,4184.5,80000,Highly Cost-Effective,True,True,0.811,0.03,0.04,21,False,HUI,True,9,True,False,Government
CEA0609,Cost-Minimization Analysis (CMA),2024,South Korea,Patient,Vaccines,Surgical,Hybrid,20,188953.92,51833.27,137120.65,10.2362,11.0017,-0.7655,-179118.63,80000,Dominant,True,True,0.829,0.035,0.035,13,True,HUI,True,6,False,False,Mixed
CEA0610,Cost-Minimization Analysis (CMA),2022,Italy,Societal,Vaccines,Behavioral,Hybrid,1,30734.14,115931.51,-85197.37,12.0083,12.1133,-0.105,811647.7,80000,Not Cost-Effective,True,True,0.585,0.03,0.03,20,True,Expert Opinion,True,4,True,False,Industry
CEA0611,Cost-Effectiveness Analysis (CEA),2021,South Korea,Healthcare payer,Rare Diseases,Prevention,Discrete Event Simulation,5,104030.05,24329.02,79701.03,13.7378,11.9881,1.7496,45552.75,80000,Cost-Effective,True,False,,0.035,0.035,22,False,Literature,True,8,False,True,Industry
CEA0612,Cost-Benefit Analysis (CBA),2019,Italy,Patient,Oncology,Behavioral,Decision Tree,10,13623.88,144722.29,-131098.41,3.0001,5.9053,-2.9052,45124.77,80000,Cost-Effective,True,True,0.698,0.04,0.04,15,False,Literature,True,6,False,False,Industry
CEA0613,Cost-Utility Analysis (CUA),2016,Japan,Healthcare payer,Vaccines,Behavioral,Hybrid,5,8931.57,134184.59,-125253.02,6.4785,3.664,2.8145,-44501.98,80000,Dominant,False,True,0.71,0.05,0.04,19,False,Expert Opinion,True,8,True,False,Industry
CEA0614,Budget Impact Analysis (BIA),2020,USA,Healthcare payer,Vaccines,Prevention,Decision Tree,30,12269.21,93068.68,-80799.46,11.0735,3.992,7.0815,-11409.99,100000,Dominant,True,False,,0.03,0.03,24,True,SF-6D,False,6,False,False,Independent
CEA0615,Budget Impact Analysis (BIA),2024,Japan,Healthcare payer,Respiratory,Pharmaceutical,Markov,20,22348.96,44769.7,-22420.74,9.7501,8.9577,0.7923,-28296.88,80000,Dominant,True,False,,0.03,0.03,14,True,HUI,True,5,False,True,Independent
CEA0616,Cost-Benefit Analysis (CBA),2015,Japan,Hospital,Cardiology,Diagnostic,Discrete Event Simulation,5,106836.04,10732.93,96103.11,9.792,6.2631,3.5289,27233.38,80000,Highly Cost-Effective,True,True,0.624,0.04,0.04,15,True,EQ-5D,False,6,True,False,Government
CEA0617,Cost-Minimization Analysis (CMA),2023,Sweden,Government,Mental Health,Pharmaceutical,Discrete Event Simulation,1,172879.57,39403.38,133476.18,3.4073,10.5035,-7.0962,-18809.4,80000,Dominant,True,True,0.56,0.03,0.04,16,True,SF-6D,True,3,False,False,Industry
CEA0618,Cost-Benefit Analysis (CBA),2022,Germany,Societal,Rheumatology,Prevention,Discrete Event Simulation,5,158702.28,47588.26,111114.02,9.811,5.573,4.238,26218.33,80000,Highly Cost-Effective,True,True,0.572,0.035,0.05,17,True,SF-6D,True,3,False,False,Government
CEA0619,Budget Impact Analysis (BIA),2020,France,Societal,Rare Diseases,Prevention,Decision Tree,20,164140.66,29601.58,134539.08,9.5798,11.3952,-1.8155,-74107.57,80000,Dominant,True,True,0.787,0.035,0.035,17,False,HUI,False,4,False,False,Industry
CEA0620,Cost-Benefit Analysis (CBA),2016,Germany,Hospital,Mental Health,Device,Markov,10,8891.85,136312.43,-127420.58,4.926,10.3678,-5.4418,23415.02,80000,Highly Cost-Effective,True,True,0.444,0.03,0.05,21,False,SF-6D,False,8,False,False,Mixed
CEA0621,Budget Impact Analysis (BIA),2020,Italy,Societal,Diabetes,Screening,Discrete Event Simulation,Lifetime,60241.74,58283.5,1958.23,14.0126,6.4165,7.5962,257.79,80000,Highly Cost-Effective,True,True,0.488,0.035,0.04,12,False,Expert Opinion,True,2,True,True,Mixed
CEA0622,Cost-Benefit Analysis (CBA),2022,Canada,Patient,Rheumatology,Pharmaceutical,Markov,5,145639.66,33002.02,112637.64,5.1846,6.5165,-1.3318,-84572.32,80000,Dominant,True,True,0.947,0.04,0.03,17,True,Expert Opinion,True,1,True,False,Mixed
CEA0623,Cost-Utility Analysis (CUA),2018,Canada,Healthcare payer,Rheumatology,Digital Health,Hybrid,20,1473.34,16800.06,-15326.72,10.4039,2.5378,7.8661,-1948.46,80000,Dominant,True,True,0.506,0.03,0.035,24,True,SF-6D,True,3,False,False,Industry
CEA0624,Cost-Utility Analysis (CUA),2023,USA,Hospital,Mental Health,Screening,Hybrid,Lifetime,143415.98,99605.37,43810.61,9.8967,13.8352,-3.9385,-11123.62,100000,Dominant,True,True,0.482,0.035,0.05,16,True,HUI,True,5,True,False,Industry
CEA0625,Cost-Effectiveness Analysis (CEA),2019,Germany,Government,Vaccines,Prevention,Decision Tree,30,54890.95,47430.61,7460.34,11.0079,4.2524,6.7555,1104.34,80000,Highly Cost-Effective,False,True,0.63,0.04,0.035,17,False,Expert Opinion,True,4,False,False,Industry
CEA0626,Cost-Benefit Analysis (CBA),2016,Japan,Patient,Vaccines,Digital Health,Decision Tree,30,185330.2,93210.81,92119.39,14.0484,4.8203,9.2281,9982.49,80000,Highly Cost-Effective,False,False,,0.03,0.05,24,False,Literature,False,9,False,False,Government
CEA0627,Cost-Effectiveness Analysis (CEA),2024,France,Healthcare payer,Rheumatology,Device,Markov,5,84951.0,97695.69,-12744.69,12.0018,13.2479,-1.2462,10227.12,80000,Highly Cost-Effective,True,True,0.75,0.04,0.04,17,True,Literature,True,6,True,True,Industry
CEA0628,Cost-Benefit Analysis (CBA),2016,USA,Societal,Neurology,Prevention,Decision Tree,10,16531.02,135657.33,-119126.31,14.25,9.1146,5.1353,-23197.49,100000,Dominant,True,False,,0.05,0.03,14,True,Literature,False,9,False,False,Industry
CEA0629,Budget Impact Analysis (BIA),2023,Italy,Government,Mental Health,Behavioral,Markov,5,114001.31,92624.81,21376.5,8.0084,13.6996,-5.6911,-3756.1,80000,Dominant,True,True,0.887,0.03,0.05,21,True,HUI,True,9,True,False,Independent
CEA0630,Cost-Effectiveness Analysis (CEA),2016,Italy,Healthcare payer,Mental Health,Digital Health,Hybrid,30,13388.56,88089.01,-74700.45,6.6085,7.9195,-1.311,56979.95,80000,Cost-Effective,True,True,0.748,0.04,0.035,20,False,SF-6D,True,9,True,False,Industry
CEA0631,Cost-Minimization Analysis (CMA),2020,UK,Patient,Vaccines,Screening,Discrete Event Simulation,1,187549.75,29435.39,158114.36,12.1132,5.7616,6.3516,24893.65,50000,Highly Cost-Effective,True,True,0.468,0.05,0.03,14,False,Expert Opinion,True,1,False,False,Government
CEA0632,Budget Impact Analysis (BIA),2018,Germany,Healthcare payer,Vaccines,Screening,Hybrid,10,85900.43,136554.84,-50654.41,6.5329,3.5164,3.0165,-16792.63,80000,Dominant,True,True,0.45,0.03,0.05,14,True,HUI,True,4,True,True,Industry
CEA0633,Cost-Benefit Analysis (CBA),2018,Japan,Hospital,Neurology,Diagnostic,Markov,20,168860.39,6059.08,162801.31,9.2941,11.7683,-2.4743,-65797.74,80000,Dominant,True,False,,0.035,0.04,16,False,EQ-5D,True,9,False,False,Industry
CEA0634,Cost-Minimization Analysis (CMA),2017,Canada,Societal,Rare Diseases,Device,Hybrid,5,43032.44,3643.1,39389.34,3.2826,9.7101,-6.4276,-6128.2,80000,Dominant,True,True,0.772,0.035,0.05,24,True,HUI,True,3,False,False,Industry
CEA0635,Budget Impact Analysis (BIA),2020,Japan,Healthcare payer,Rare Diseases,Pharmaceutical,Discrete Event Simulation,30,94356.53,17353.96,77002.57,14.332,9.8732,4.4588,17269.83,80000,Highly Cost-Effective,True,False,,0.03,0.04,13,False,Expert Opinion,True,6,True,False,Government
CEA0636,Cost-Benefit Analysis (CBA),2024,Japan,Healthcare payer,Cardiology,Pharmaceutical,Decision Tree,20,52700.2,98102.88,-45402.68,4.4242,5.5017,-1.0776,42134.99,80000,Cost-Effective,True,False,,0.03,0.04,16,True,SF-6D,True,3,False,False,Government
CEA0637,Cost-Minimization Analysis (CMA),2016,Sweden,Healthcare payer,Mental Health,Prevention,Decision Tree,5,37904.78,101492.28,-63587.5,3.9451,7.0851,-3.1399,20251.27,80000,Highly Cost-Effective,True,True,0.683,0.05,0.03,18,True,SF-6D,True,0,True,False,Government
CEA0638,Cost-Utility Analysis (CUA),2024,Italy,Patient,Infectious Disease,Prevention,Hybrid,20,133495.08,135086.11,-1591.03,9.5696,8.7354,0.8342,-1907.33,80000,Dominant,True,True,0.269,0.04,0.04,16,True,Expert Opinion,True,0,True,True,Government
CEA0639,Cost-Minimization Analysis (CMA),2022,South Korea,Healthcare payer,Neurology,Device,Decision Tree,5,57068.7,113002.43,-55933.73,6.132,11.772,-5.64,9917.37,80000,Highly Cost-Effective,True,True,0.892,0.04,0.035,20,True,EQ-5D,True,9,False,False,Industry
CEA0640,Cost-Utility Analysis (CUA),2023,Germany,Healthcare payer,Diabetes,Screening,Discrete Event Simulation,Lifetime,52576.69,9032.28,43544.41,3.6653,2.1358,1.5295,28468.77,80000,Highly Cost-Effective,True,False,,0.03,0.03,24,True,Literature,True,9,False,False,Industry
CEA0641,Budget Impact Analysis (BIA),2021,South Korea,Government,Rare Diseases,Diagnostic,Decision Tree,5,194077.33,122396.24,71681.09,3.4233,5.7999,-2.3766,-30161.47,80000,Dominant,True,True,0.671,0.04,0.05,18,False,HUI,True,5,False,False,Government
CEA0642,Cost-Effectiveness Analysis (CEA),2017,UK,Healthcare payer,Cardiology,Pharmaceutical,Markov,20,78340.9,39285.49,39055.41,13.8537,5.7002,8.1535,4790.02,50000,Highly Cost-Effective,True,True,0.499,0.05,0.04,15,True,SF-6D,False,2,True,True,Independent
CEA0643,Cost-Effectiveness Analysis (CEA),2019,South Korea,Hospital,Neurology,Screening,Decision Tree,20,168328.82,101687.03,66641.79,13.5619,12.6473,0.9146,72860.87,80000,Cost-Effective,True,True,0.683,0.03,0.035,19,True,Expert Opinion,False,0,False,True,Industry
CEA0644,Cost-Minimization Analysis (CMA),2024,UK,Patient,Rheumatology,Surgical,Decision Tree,10,138231.05,118893.92,19337.13,6.39,5.4653,0.9247,20912.63,50000,Highly Cost-Effective,True,True,0.857,0.035,0.035,23,False,Expert Opinion,False,1,True,False,Government
CEA0645,Budget Impact Analysis (BIA),2016,Australia,Societal,Vaccines,Screening,Discrete Event Simulation,20,31907.21,72520.74,-40613.53,7.9077,7.7202,0.1874,-216669.49,80000,Dominant,True,True,0.797,0.035,0.03,19,True,Expert Opinion,False,0,False,False,Industry
CEA0646,Cost-Benefit Analysis (CBA),2024,Germany,Patient,Respiratory,Surgical,Hybrid,20,136465.44,104412.31,32053.13,5.5619,11.5579,-5.996,-5345.76,80000,Dominant,True,True,0.528,0.03,0.035,18,True,EQ-5D,False,6,False,True,Industry
CEA0647,Cost-Minimization Analysis (CMA),2015,UK,Patient,Infectious Disease,Diagnostic,Markov,5,144873.83,118263.06,26610.77,7.5591,4.9629,2.5963,10249.65,50000,Highly Cost-Effective,True,True,0.636,0.03,0.05,24,True,Literature,False,4,True,True,Industry
CEA0648,Cost-Benefit Analysis (CBA),2015,UK,Hospital,Oncology,Pharmaceutical,Discrete Event Simulation,20,56245.99,53737.11,2508.89,12.4258,13.8703,-1.4445,-1736.88,50000,Dominant,True,True,0.683,0.04,0.035,13,False,HUI,True,7,False,False,Government
CEA0649,Cost-Effectiveness Analysis (CEA),2016,Spain,Patient,Oncology,Surgical,Markov,5,55502.35,30147.97,25354.39,5.3843,3.568,1.8163,13959.35,80000,Highly Cost-Effective,True,True,0.432,0.035,0.04,19,False,Literature,False,1,True,False,Industry
CEA0650,Cost-Effectiveness Analysis (CEA),2021,Spain,Hospital,Rheumatology,Screening,Hybrid,30,195671.84,118220.2,77451.63,10.3896,7.3786,3.011,25722.95,80000,Highly Cost-Effective,True,True,0.784,0.05,0.04,15,True,HUI,False,1,False,False,Government
CEA0651,Budget Impact Analysis (BIA),2019,Germany,Societal,Oncology,Surgical,Discrete Event Simulation,20,198554.7,137921.39,60633.31,11.1993,12.0984,-0.8991,-67437.27,80000,Dominant,True,True,0.694,0.05,0.05,17,True,Expert Opinion,True,5,True,False,Government
CEA0652,Cost-Utility Analysis (CUA),2021,South Korea,Healthcare payer,Respiratory,Prevention,Decision Tree,10,161782.73,87076.26,74706.47,10.7588,2.4853,8.2735,9029.65,80000,Highly Cost-Effective,True,True,0.756,0.03,0.05,18,True,Literature,True,6,True,False,Government
CEA0653,Cost-Benefit Analysis (CBA),2019,Japan,Government,Oncology,Prevention,Hybrid,5,101504.56,22943.28,78561.28,12.3452,5.2938,7.0513,11141.34,80000,Highly Cost-Effective,True,True,0.615,0.04,0.03,21,False,Literature,True,7,False,False,Government
CEA0654,Cost-Minimization Analysis (CMA),2016,Japan,Patient,Mental Health,Screening,Hybrid,1,13394.9,102251.87,-88856.97,6.4673,2.8952,3.5721,-24875.27,80000,Dominant,True,True,0.611,0.04,0.05,21,True,Expert Opinion,False,5,False,False,Industry
CEA0655,Cost-Benefit Analysis (CBA),2017,USA,Healthcare payer,Diabetes,Digital Health,Hybrid,20,23182.37,73569.38,-50387.01,11.4299,3.0441,8.3858,-6008.62,100000,Dominant,True,True,0.705,0.04,0.05,20,True,Expert Opinion,True,3,True,False,Independent
CEA0656,Cost-Minimization Analysis (CMA),2022,Sweden,Hospital,Vaccines,Screening,Discrete Event Simulation,30,114092.04,51234.87,62857.17,8.6606,5.6076,3.053,20588.63,80000,Highly Cost-Effective,True,True,0.793,0.035,0.05,20,True,Literature,True,1,True,False,Industry
CEA0657,Cost-Effectiveness Analysis (CEA),2017,France,Patient,Vaccines,Surgical,Markov,20,62044.72,36246.79,25797.93,8.2811,5.5135,2.7676,9321.42,80000,Highly Cost-Effective,True,True,0.679,0.035,0.03,21,True,SF-6D,False,3,True,False,Government
CEA0658,Cost-Benefit Analysis (CBA),2017,USA,Societal,Infectious Disease,Surgical,Markov,Lifetime,93724.06,101871.12,-8147.07,8.9064,5.239,3.6674,-2221.49,100000,Dominant,True,False,,0.04,0.04,24,False,HUI,False,9,False,False,Industry
CEA0659,Cost-Benefit Analysis (CBA),2015,Canada,Societal,Respiratory,Digital Health,Hybrid,5,174692.06,40323.79,134368.27,5.6832,4.9674,0.7158,187727.44,80000,Not Cost-Effective,True,True,0.559,0.05,0.035,21,False,Literature,False,4,False,True,Industry
CEA0660,Cost-Effectiveness Analysis (CEA),2019,Sweden,Government,Oncology,Device,Hybrid,10,82221.02,121010.73,-38789.72,10.3431,11.905,-1.5618,24836.54,80000,Highly Cost-Effective,True,True,0.842,0.04,0.03,18,True,EQ-5D,True,2,True,False,Mixed
CEA0661,Cost-Benefit Analysis (CBA),2015,Netherlands,Government,Oncology,Device,Decision Tree,Lifetime,128062.6,57960.37,70102.22,5.054,12.6509,-7.5969,-9227.75,80000,Dominant,True,False,,0.03,0.05,20,True,Literature,True,3,True,False,Government
CEA0662,Budget Impact Analysis (BIA),2021,Germany,Government,Cardiology,Behavioral,Markov,20,12484.44,134994.71,-122510.27,12.2327,9.4801,2.7526,-44506.86,80000,Dominant,True,True,0.419,0.04,0.035,23,True,HUI,True,1,True,False,Industry
CEA0663,Cost-Effectiveness Analysis (CEA),2022,Germany,Societal,Mental Health,Screening,Decision Tree,30,135914.19,93105.12,42809.07,6.5283,12.0435,-5.5152,-7762.07,80000,Dominant,True,True,0.764,0.04,0.03,22,True,EQ-5D,False,7,False,False,Independent
CEA0664,Cost-Effectiveness Analysis (CEA),2019,Germany,Government,Rare Diseases,Behavioral,Hybrid,Lifetime,63502.91,49843.94,13658.96,7.971,9.5227,-1.5517,-8802.61,80000,Dominant,True,True,0.902,0.05,0.035,17,True,SF-6D,True,1,False,True,Industry
CEA0665,Cost-Effectiveness Analysis (CEA),2024,South Korea,Government,Mental Health,Device,Discrete Event Simulation,5,81222.09,10800.68,70421.41,11.7999,10.3358,1.464,48101.31,80000,Cost-Effective,True,True,0.592,0.04,0.035,23,False,HUI,False,7,True,True,Government
CEA0666,Cost-Effectiveness Analysis (CEA),2017,UK,Government,Vaccines,Prevention,Markov,5,75328.79,69604.01,5724.78,5.3504,11.2144,-5.864,-976.25,50000,Dominant,True,True,0.822,0.035,0.03,23,True,HUI,False,8,False,False,Government
CEA0667,Cost-Effectiveness Analysis (CEA),2024,Canada,Hospital,Oncology,Prevention,Discrete Event Simulation,10,102139.9,6815.4,95324.5,14.9492,6.3102,8.639,11034.15,80000,Highly Cost-Effective,True,False,,0.035,0.04,21,True,HUI,True,1,True,False,Industry
CEA0668,Cost-Minimization Analysis (CMA),2016,Netherlands,Patient,Mental Health,Prevention,Discrete Event Simulation,10,165155.42,11861.74,153293.68,9.7363,6.8015,2.9348,52233.37,80000,Cost-Effective,True,True,0.826,0.03,0.04,12,True,Expert Opinion,False,8,True,False,Industry
CEA0669,Budget Impact Analysis (BIA),2018,South Korea,Societal,Rheumatology,Screening,Hybrid,30,36443.42,56943.14,-20499.71,5.5209,2.9957,2.5252,-8118.11,80000,Dominant,True,True,0.81,0.04,0.04,13,True,HUI,False,7,False,False,Government
