hta_id,agency,assessment_date,assessment_year,technology_category,therapeutic_area,n_rcts,n_observational_studies,total_patients_evidence,primary_endpoint_met,effect_size,serious_adverse_events_rate,discontinuation_rate,icer_per_qaly,willingness_to_pay_threshold,budget_impact_annual,certainty_of_evidence,cost_effectiveness_score,clinical_benefit_score,innovation_score,decision,reimbursement_rate,time_to_decision_months,market_exclusivity_years,managed_entry_agreement,manufacturer_appeals
HTA0628,NCPE (Ireland),2020-02-19,2020,Rehabilitation Technologies,Oncology,19,11,4027,True,0.435,0.0839,0.1512,72938.02,100000,98928744.09,Low,3.95,4.81,7.03,Restricted,0.505,12,6,False,False
HTA0629,PBAC (Australia),2024-10-05,2024,Digital Health,Neurology,23,14,8373,True,2.408,0.0437,0.2556,34141.23,100000,79217338.57,Low,2.01,9.21,2.75,Conditional,0.545,22,14,True,False
HTA0630,NICE (UK),2021-01-24,2021,Immunotherapy,Neurology,7,1,6666,True,2.42,0.094,0.3461,142078.12,50000,86606682.32,High,6.85,2.08,1.05,Conditional,0.321,20,10,True,False
HTA0631,SMC (Scotland),2019-07-20,2019,Preventive Interventions,Immunology,2,2,3459,False,-0.023,0.198,0.2011,41540.82,100000,33320800.25,High,5.48,2.33,8.3,Restricted,0.626,10,4,False,False
HTA0632,PBAC (Australia),2018-10-20,2018,Surgical Procedures,Oncology,3,5,5060,True,-0.456,0.1895,0.082,42663.89,100000,55597539.24,Moderate,1.14,8.42,8.91,Restricted,0.705,3,18,True,False
HTA0633,TLV (Sweden),2024-12-15,2024,Rehabilitation Technologies,Hematology,8,0,2600,True,0.191,0.1885,0.2348,64627.97,100000,27610912.52,Very Low,1.65,1.39,2.96,Not Recommended,0.0,13,6,False,True
HTA0634,G-BA (Germany),2018-03-16,2018,Surgical Procedures,Cardiology,11,1,851,False,0.191,0.1412,0.2953,140674.81,100000,66901699.89,Moderate,6.14,4.98,6.01,Restricted,0.655,13,6,False,False
HTA0635,CADTH (Canada),2018-04-16,2018,Digital Health,Immunology,15,14,6159,True,0.044,0.0687,0.3415,94089.45,100000,91411316.33,Moderate,2.09,1.05,5.57,Not Recommended,0.0,14,4,False,False
HTA0636,HAS (France),2021-06-22,2021,Surgical Procedures,Cardiology,12,12,7445,True,-0.051,0.0643,0.214,66605.85,100000,29599842.64,Moderate,7.86,9.91,8.0,Recommended,0.859,8,0,False,False
HTA0637,G-BA (Germany),2021-04-23,2021,Immunotherapy,Endocrinology,18,8,9959,True,0.792,0.0238,0.2092,120340.96,100000,39410661.53,Moderate,1.14,5.12,1.23,Not Recommended,0.0,4,2,False,True
HTA0638,PBAC (Australia),2021-02-02,2021,Medical Devices,Neurology,22,7,1399,False,0.156,0.1401,0.3179,126811.19,100000,80864762.04,High,2.68,6.89,4.38,Conditional,0.693,17,10,True,False
HTA0639,G-BA (Germany),2020-05-25,2020,Rehabilitation Technologies,Gastroenterology,21,14,7242,False,0.283,0.0271,0.3553,96828.98,100000,89168782.25,Moderate,5.18,9.07,3.45,Restricted,0.775,14,14,False,False
HTA0640,TLV (Sweden),2018-10-27,2018,Surgical Procedures,Infectious Disease,16,13,784,False,0.221,0.0713,0.0812,16409.13,100000,43189003.3,Very Low,2.96,3.31,1.91,Not Recommended,0.0,7,12,False,False
HTA0641,CADTH (Canada),2021-09-21,2021,Immunotherapy,Gastroenterology,19,14,800,False,-0.198,0.1624,0.2534,118838.37,100000,30089858.61,Low,4.44,4.7,7.05,Restricted,0.735,16,19,True,False
HTA0642,SMC (Scotland),2024-06-14,2024,Digital Health,Oncology,14,8,1566,False,-0.39,0.0392,0.2581,55008.93,100000,4455680.05,Moderate,4.49,1.91,8.22,Conditional,0.666,22,2,False,False
HTA0643,PBAC (Australia),2020-08-13,2020,Screening Programs,Gastroenterology,11,12,3755,True,0.673,0.0315,0.2689,76806.2,100000,28242228.66,Moderate,7.98,8.21,6.85,Recommended,0.894,5,5,False,False
HTA0644,CADTH (Canada),2019-09-08,2019,Surgical Procedures,Endocrinology,19,0,3780,False,0.277,0.0465,0.111,19571.74,100000,74079990.99,Low,9.88,5.7,8.44,Recommended,0.915,11,11,False,False
HTA0645,SMC (Scotland),2021-08-03,2021,Rehabilitation Technologies,Hematology,4,9,3417,True,0.937,0.1538,0.0776,46601.01,100000,32881188.39,Low,3.51,1.86,2.48,Not Recommended,0.0,12,6,False,True
HTA0646,TLV (Sweden),2019-04-08,2019,Rehabilitation Technologies,Immunology,14,0,2224,True,-0.003,0.059,0.2927,137971.61,100000,40065890.21,Moderate,3.57,5.1,3.62,Conditional,0.393,21,12,True,False
HTA0647,CADTH (Canada),2020-07-08,2020,Medical Devices,Neurology,11,12,5369,True,2.008,0.192,0.1624,19937.78,100000,8108947.0,High,6.25,1.46,4.03,Conditional,0.601,8,13,True,False
HTA0648,PBAC (Australia),2024-07-15,2024,Rehabilitation Technologies,Neurology,13,5,338,True,2.038,0.1583,0.3131,36030.01,100000,71932496.47,Moderate,9.89,6.04,7.26,Recommended,0.824,17,12,False,False
HTA0649,CADTH (Canada),2021-03-19,2021,Screening Programs,Immunology,16,10,4100,False,-0.359,0.2205,0.1133,120602.56,100000,46241055.6,Moderate,2.42,2.51,6.96,Conditional,0.52,12,16,True,False
HTA0650,NICE (UK),2022-09-05,2022,Rehabilitation Technologies,Hematology,4,11,6483,True,1.022,0.1862,0.0923,37086.19,50000,33398734.57,Moderate,4.52,6.04,7.16,Restricted,0.789,4,18,False,False
HTA0651,NCPE (Ireland),2022-11-27,2022,Digital Health,Neurology,24,6,3460,True,2.184,0.0696,0.082,113752.2,100000,18385937.9,Moderate,1.25,2.23,2.56,Not Recommended,0.0,7,4,False,True
HTA0652,PBAC (Australia),2022-08-02,2022,Surgical Procedures,Immunology,8,0,5127,True,0.76,0.1572,0.3166,84126.94,100000,63135405.14,Very Low,3.69,4.23,7.46,Restricted,0.683,8,10,False,False
HTA0653,HAS (France),2022-07-23,2022,Gene Therapy,Immunology,21,7,7513,False,-0.364,0.0701,0.2399,120856.5,100000,4589234.65,Very Low,5.09,4.23,3.63,Conditional,0.37,23,4,False,False
HTA0654,G-BA (Germany),2022-11-27,2022,Gene Therapy,Oncology,7,3,8166,True,0.792,0.1236,0.3105,115934.94,100000,16697040.86,Low,9.07,1.98,5.26,Restricted,0.725,15,17,False,False
HTA0655,CADTH (Canada),2020-04-23,2020,Pharmaceuticals,Infectious Disease,5,13,7474,True,0.101,0.1094,0.2649,35957.12,100000,29852469.25,Low,9.99,3.86,2.34,Restricted,0.738,6,11,False,False
HTA0656,SMC (Scotland),2021-03-14,2021,Surgical Procedures,Neurology,18,10,9824,True,2.062,0.1472,0.2093,26697.32,100000,45523003.52,Moderate,9.49,8.96,1.76,Restricted,0.655,3,14,True,False
HTA0657,NICE (UK),2024-06-15,2024,Diagnostic Tests,Rheumatology,7,10,1601,True,0.152,0.0902,0.3859,80413.04,50000,40669228.84,Moderate,8.01,4.06,2.61,Conditional,0.534,16,8,True,False
HTA0658,NICE (UK),2018-04-12,2018,Rehabilitation Technologies,Infectious Disease,17,14,597,True,1.005,0.218,0.3282,144597.38,50000,8116726.16,Moderate,1.72,7.76,2.27,Conditional,0.34,19,9,False,False
HTA0659,SMC (Scotland),2019-01-28,2019,Medical Devices,Endocrinology,3,14,1047,True,2.159,0.0752,0.0636,127929.59,100000,86522808.84,Low,6.17,8.32,8.08,Recommended,0.978,18,11,False,False
HTA0660,TLV (Sweden),2018-10-03,2018,Rehabilitation Technologies,Immunology,19,10,649,False,0.181,0.1649,0.2991,138126.14,100000,25602857.21,Low,4.6,1.11,2.13,Not Recommended,0.0,22,16,False,False
HTA0661,IQWIG (Germany),2020-05-22,2020,Medical Devices,Rheumatology,12,9,1067,True,0.348,0.1716,0.0564,114573.86,100000,27268905.01,Moderate,5.75,2.94,8.96,Restricted,0.526,6,5,True,False
HTA0662,PBAC (Australia),2019-08-17,2019,Pharmaceuticals,Respiratory,10,6,4297,False,-0.496,0.0166,0.3383,33922.09,100000,7016157.57,Moderate,4.83,7.58,6.62,Restricted,0.571,3,8,True,False
HTA0663,PBAC (Australia),2018-05-25,2018,Gene Therapy,Rheumatology,4,2,897,False,-0.328,0.0257,0.2053,128339.64,100000,8590565.81,Moderate,9.1,2.06,3.8,Conditional,0.611,16,13,False,False
HTA0664,CADTH (Canada),2020-08-10,2020,Pharmaceuticals,Cardiology,4,3,6832,True,1.216,0.1578,0.3264,122738.26,100000,20198597.21,Moderate,8.89,8.38,6.56,Recommended,0.999,11,14,False,False
HTA0665,PBAC (Australia),2023-12-21,2023,Diagnostic Tests,Endocrinology,9,8,6225,False,0.04,0.1094,0.392,89407.6,100000,86820484.7,Very Low,7.08,5.94,1.03,Conditional,0.316,4,0,True,False
HTA0666,PBAC (Australia),2024-01-09,2024,Pharmaceuticals,Rheumatology,7,0,2502,True,0.832,0.1623,0.3397,67015.47,100000,64470827.04,Very Low,8.56,4.83,6.8,Restricted,0.553,20,5,True,False
HTA0667,PBAC (Australia),2020-03-22,2020,Rehabilitation Technologies,Gastroenterology,22,9,4175,False,-0.115,0.0691,0.2521,65584.17,100000,17414817.37,Moderate,7.37,9.77,3.1,Restricted,0.732,8,10,False,False
HTA0668,NCPE (Ireland),2018-01-24,2018,Digital Health,Oncology,18,3,3970,False,-0.23,0.1762,0.1387,56673.01,100000,19936619.8,Low,8.94,3.67,8.41,Restricted,0.607,20,5,False,False
HTA0669,CADTH (Canada),2019-09-13,2019,Diagnostic Tests,Gastroenterology,8,7,3110,True,0.786,0.2078,0.3182,59373.86,100000,56990469.05,Low,1.16,8.22,9.52,Restricted,0.51,16,2,False,False
HTA0670,NICE (UK),2018-04-10,2018,Rehabilitation Technologies,Endocrinology,8,6,3782,False,-0.353,0.1762,0.369,77726.8,50000,36818168.31,Moderate,8.8,4.55,9.32,Recommended,0.97,10,1,False,False
HTA0671,HAS (France),2023-04-06,2023,Digital Health,Oncology,23,12,7651,True,0.884,0.1234,0.1693,143426.58,100000,69971719.32,Moderate,5.59,2.43,4.35,Conditional,0.569,17,2,False,False
HTA0672,PBAC (Australia),2019-06-18,2019,Pharmaceuticals,Rheumatology,10,5,2025,False,-0.36,0.139,0.2576,83805.97,100000,10806586.99,Moderate,1.46,4.56,2.7,Not Recommended,0.0,12,12,False,False
HTA0673,IQWIG (Germany),2018-08-22,2018,Diagnostic Tests,Gastroenterology,5,2,9392,False,-0.313,0.0943,0.2505,130854.75,100000,93005503.94,Moderate,1.6,4.79,4.55,Conditional,0.695,16,10,False,False
HTA0674,SMC (Scotland),2018-04-15,2018,Gene Therapy,Oncology,2,0,2790,False,-0.144,0.1496,0.0848,49429.69,100000,50585629.22,Moderate,5.88,2.98,6.85,Restricted,0.771,22,8,False,False
HTA0675,CVZ (Netherlands),2019-11-20,2019,Gene Therapy,Cardiology,9,2,8809,False,-0.14,0.1125,0.3937,118667.89,100000,89823208.96,Moderate,3.11,4.71,7.44,Restricted,0.533,22,5,True,False
HTA0676,CVZ (Netherlands),2020-10-02,2020,Medical Devices,Hematology,8,7,3668,True,0.652,0.1862,0.3783,81740.53,100000,1987126.18,Moderate,4.59,4.05,4.93,Conditional,0.553,18,16,False,False
HTA0677,IQWIG (Germany),2024-11-15,2024,Surgical Procedures,Gastroenterology,18,5,3698,True,0.541,0.0188,0.1152,113281.71,100000,33221429.88,Low,7.45,6.23,9.63,Recommended,0.804,12,11,False,False
HTA0678,HAS (France),2024-08-26,2024,Screening Programs,Hematology,3,6,5678,True,1.573,0.1111,0.3489,116874.74,100000,7401888.84,Low,3.12,6.02,9.61,Restricted,0.764,17,18,True,False
HTA0679,HAS (France),2020-07-26,2020,Medical Devices,Neurology,14,9,7648,False,-0.121,0.2112,0.1596,87664.98,100000,65194017.42,Low,8.94,3.11,3.36,Restricted,0.711,4,10,False,False
HTA0680,PBAC (Australia),2021-01-26,2021,Digital Health,Infectious Disease,24,2,3045,True,0.812,0.1857,0.2892,45666.77,100000,67702492.38,Very Low,4.13,3.96,6.14,Conditional,0.398,5,17,True,False
HTA0681,NCPE (Ireland),2019-01-01,2019,Immunotherapy,Neurology,13,12,5531,False,0.421,0.0835,0.1367,60723.53,100000,6478857.86,Low,9.86,8.42,5.99,Recommended,0.859,19,15,False,False
HTA0682,CADTH (Canada),2022-11-27,2022,Medical Devices,Cardiology,21,3,3842,True,1.529,0.0654,0.3269,90746.93,100000,23753222.25,Moderate,4.65,8.86,1.29,Conditional,0.658,18,5,False,False
HTA0683,IQWIG (Germany),2019-09-18,2019,Rehabilitation Technologies,Endocrinology,17,7,8268,False,0.47,0.1623,0.3174,17152.22,100000,16910842.9,Low,4.88,5.01,3.78,Conditional,0.543,18,9,True,False
HTA0684,PBAC (Australia),2024-07-07,2024,Medical Devices,Cardiology,6,0,7407,True,0.03,0.1417,0.2184,11648.54,100000,1717990.37,Very Low,6.93,4.29,5.23,Restricted,0.58,4,14,True,False
HTA0685,SMC (Scotland),2021-05-26,2021,Diagnostic Tests,Oncology,14,3,4648,False,-0.294,0.0271,0.3042,79102.64,100000,70519123.47,Moderate,3.81,3.57,7.57,Conditional,0.411,20,9,False,False
HTA0686,HAS (France),2019-06-08,2019,Rehabilitation Technologies,Hematology,15,12,1771,True,0.674,0.2404,0.1673,117889.14,100000,85686199.31,Moderate,4.4,7.73,9.22,Restricted,0.726,10,6,False,False
HTA0687,CVZ (Netherlands),2021-07-28,2021,Rehabilitation Technologies,Infectious Disease,7,10,259,True,-0.303,0.1792,0.2402,81238.0,100000,29912510.25,Low,1.25,1.58,7.6,Conditional,0.429,19,17,True,False
HTA0688,CADTH (Canada),2021-11-13,2021,Preventive Interventions,Cardiology,7,9,9083,True,0.071,0.2203,0.2503,32855.61,100000,79550717.55,High,9.84,8.79,6.22,Recommended,0.822,16,18,False,False
HTA0689,SMC (Scotland),2024-05-18,2024,Diagnostic Tests,Hematology,9,4,871,True,2.283,0.0327,0.1798,107798.35,100000,23372689.8,Low,2.48,1.5,2.09,Not Recommended,0.0,4,1,False,True
HTA0690,SMC (Scotland),2019-04-19,2019,Immunotherapy,Rheumatology,13,3,6136,True,1.027,0.0398,0.3783,145106.79,100000,97406383.48,High,9.52,9.98,9.48,Recommended,0.934,9,3,False,False
HTA0691,G-BA (Germany),2020-12-19,2020,Rehabilitation Technologies,Endocrinology,12,13,839,True,2.408,0.2462,0.1155,130396.55,100000,39651909.29,Moderate,3.36,1.4,3.41,Not Recommended,0.0,18,1,False,True
HTA0692,TLV (Sweden),2022-07-01,2022,Rehabilitation Technologies,Endocrinology,19,13,8742,True,-0.165,0.179,0.3049,135040.21,100000,6212920.19,High,6.38,6.57,1.3,Conditional,0.459,23,13,True,False
HTA0693,CVZ (Netherlands),2018-02-07,2018,Immunotherapy,Respiratory,24,3,2222,True,1.655,0.1569,0.15,99766.52,100000,65901024.19,Low,1.9,9.96,4.6,Restricted,0.691,17,13,False,False
HTA0694,HAS (France),2018-04-02,2018,Medical Devices,Cardiology,9,8,6995,True,0.211,0.0664,0.1977,138456.53,100000,88039306.86,Moderate,4.7,6.0,3.19,Conditional,0.321,21,5,True,False
HTA0695,NCPE (Ireland),2018-03-01,2018,Preventive Interventions,Rheumatology,15,12,386,True,0.241,0.0842,0.36,48247.29,100000,74872857.85,Very Low,10.0,5.8,8.44,Recommended,0.998,23,19,False,False
HTA0696,SMC (Scotland),2018-11-10,2018,Immunotherapy,Hematology,4,5,1953,True,-0.379,0.2243,0.3994,31315.63,100000,12917913.51,High,6.95,6.95,8.63,Recommended,0.95,12,10,False,False
HTA0697,CVZ (Netherlands),2024-11-20,2024,Digital Health,Rheumatology,2,11,3423,True,0.513,0.1298,0.2861,145394.09,100000,15272162.76,Low,3.56,6.32,5.92,Restricted,0.667,18,10,False,False
HTA0698,SMC (Scotland),2019-10-27,2019,Surgical Procedures,Immunology,12,1,1530,True,1.734,0.1919,0.3992,135504.29,100000,92680144.39,Low,6.54,2.16,6.6,Restricted,0.517,21,1,True,False
HTA0699,HAS (France),2019-05-18,2019,Diagnostic Tests,Respiratory,23,9,5120,True,0.96,0.2172,0.207,57715.66,100000,99479958.08,Low,5.25,5.46,8.28,Restricted,0.602,7,14,True,False
HTA0700,PBAC (Australia),2024-08-02,2024,Pharmaceuticals,Rheumatology,15,6,1042,False,-0.087,0.0463,0.3249,22697.8,100000,19744041.6,Moderate,6.01,8.08,3.83,Restricted,0.525,19,15,False,False
HTA0701,CADTH (Canada),2023-05-16,2023,Surgical Procedures,Infectious Disease,14,13,187,False,0.058,0.07,0.1222,24712.46,100000,43039103.23,High,4.74,2.34,6.91,Conditional,0.614,7,12,True,False
HTA0702,IQWIG (Germany),2021-12-13,2021,Rehabilitation Technologies,Rheumatology,24,11,206,True,0.331,0.0697,0.1321,32949.38,100000,57900813.37,Moderate,8.38,2.66,5.18,Restricted,0.504,23,8,False,False
HTA0703,TLV (Sweden),2023-05-08,2023,Screening Programs,Immunology,8,13,6056,False,-0.111,0.1375,0.3628,42226.98,100000,24786202.89,Moderate,4.04,1.97,7.27,Conditional,0.383,5,2,False,False
HTA0704,NCPE (Ireland),2019-07-01,2019,Gene Therapy,Cardiology,17,6,3144,False,0.257,0.0225,0.343,141020.53,100000,99375230.06,High,6.52,2.8,3.36,Conditional,0.598,20,1,True,False
HTA0705,PBAC (Australia),2024-12-09,2024,Preventive Interventions,Rheumatology,14,12,9683,True,-0.13,0.2034,0.0532,50313.29,100000,18266643.78,Low,3.29,3.33,5.4,Conditional,0.561,17,3,False,False
HTA0706,PBAC (Australia),2021-11-14,2021,Screening Programs,Cardiology,3,5,2401,False,0.017,0.1442,0.2851,67559.52,100000,12445576.93,High,7.79,2.99,1.25,Conditional,0.692,17,16,False,False
HTA0707,IQWIG (Germany),2022-10-08,2022,Diagnostic Tests,Respiratory,21,2,9500,False,0.291,0.0582,0.194,92122.15,100000,16869053.91,Moderate,3.55,5.59,5.6,Conditional,0.626,7,9,True,False
HTA0708,IQWIG (Germany),2019-10-27,2019,Screening Programs,Infectious Disease,12,10,816,False,-0.191,0.1644,0.3588,63311.82,100000,7595586.65,Moderate,4.11,7.05,9.56,Restricted,0.646,14,5,True,False
HTA0709,IQWIG (Germany),2019-06-16,2019,Screening Programs,Infectious Disease,12,0,4617,True,-0.447,0.1156,0.1385,104087.32,100000,72699837.89,Low,7.85,1.43,4.34,Conditional,0.409,20,14,False,False
HTA0710,HAS (France),2022-12-26,2022,Digital Health,Gastroenterology,8,2,4453,True,1.575,0.0215,0.2985,89419.13,100000,20612762.75,High,1.98,5.72,7.83,Restricted,0.6,23,15,False,False
HTA0711,SMC (Scotland),2024-02-10,2024,Medical Devices,Oncology,6,4,3987,False,-0.438,0.1887,0.0584,99296.88,100000,21837800.79,Low,3.79,8.86,4.03,Restricted,0.686,6,15,True,False
HTA0712,PBAC (Australia),2022-05-18,2022,Medical Devices,Oncology,14,12,8874,True,1.097,0.2257,0.3992,114241.28,100000,97108308.07,Low,9.67,7.37,1.72,Restricted,0.621,23,9,True,False
HTA0713,NICE (UK),2019-08-20,2019,Surgical Procedures,Hematology,12,0,6038,False,0.185,0.0165,0.3647,54025.45,50000,74672410.49,Low,6.85,4.55,6.48,Restricted,0.512,16,9,False,False
HTA0714,PBAC (Australia),2024-09-07,2024,Screening Programs,Cardiology,19,6,9362,True,1.479,0.148,0.0608,34206.32,100000,27489582.6,High,4.19,1.24,5.98,Conditional,0.385,10,11,True,False
HTA0715,CVZ (Netherlands),2024-08-26,2024,Diagnostic Tests,Cardiology,1,13,7906,True,1.289,0.1302,0.3936,125507.24,100000,91262033.12,Moderate,7.95,3.39,2.88,Conditional,0.678,9,1,True,False
HTA0716,PBAC (Australia),2020-06-28,2020,Digital Health,Neurology,10,6,7697,True,-0.307,0.0339,0.1966,123145.45,100000,88929613.13,Moderate,6.17,7.92,3.6,Restricted,0.623,12,1,False,False
HTA0717,TLV (Sweden),2018-06-27,2018,Rehabilitation Technologies,Immunology,9,13,6130,False,-0.39,0.1623,0.2853,103582.24,100000,27269766.0,Moderate,5.94,2.8,1.18,Conditional,0.525,23,16,False,False
HTA0718,IQWIG (Germany),2019-12-19,2019,Gene Therapy,Immunology,20,6,6928,False,0.464,0.0879,0.3295,35543.61,100000,55011860.33,Moderate,4.13,9.38,2.31,Restricted,0.69,22,8,False,False
HTA0719,G-BA (Germany),2023-08-01,2023,Medical Devices,Endocrinology,24,7,4879,True,1.743,0.0776,0.057,83476.99,100000,95703456.21,Moderate,4.78,9.72,7.25,Restricted,0.716,14,12,True,False
HTA0720,NICE (UK),2023-02-04,2023,Preventive Interventions,Cardiology,12,9,5562,True,0.248,0.2061,0.0887,125269.76,50000,60670250.25,Moderate,5.88,3.54,3.91,Conditional,0.441,13,5,False,False
HTA0721,G-BA (Germany),2024-04-08,2024,Digital Health,Endocrinology,7,9,8380,True,1.471,0.0772,0.0601,65150.45,100000,43920767.18,Moderate,7.34,3.78,3.84,Conditional,0.324,6,2,False,False
HTA0722,HAS (France),2022-11-09,2022,Gene Therapy,Immunology,11,5,9240,False,-0.035,0.2324,0.0534,40895.97,100000,11295561.46,Low,3.88,8.56,8.49,Restricted,0.7,21,16,False,False
HTA0723,NCPE (Ireland),2020-01-18,2020,Digital Health,Cardiology,17,1,4630,False,-0.486,0.0938,0.0962,23359.88,100000,81727519.91,Very Low,8.0,9.79,2.95,Restricted,0.542,23,6,False,False
HTA0724,CADTH (Canada),2023-09-10,2023,Surgical Procedures,Gastroenterology,7,6,3590,True,2.289,0.2182,0.0564,23642.38,100000,50113613.53,Moderate,7.38,1.81,6.8,Restricted,0.685,3,13,True,False
HTA0725,NCPE (Ireland),2024-10-14,2024,Pharmaceuticals,Rheumatology,12,1,1489,True,1.606,0.0193,0.385,11710.58,100000,88244065.01,Low,5.72,2.23,6.09,Conditional,0.551,13,16,False,False
HTA0726,NICE (UK),2023-11-07,2023,Immunotherapy,Neurology,19,2,4189,False,0.205,0.087,0.2515,91149.66,50000,32192091.04,Moderate,7.86,6.24,2.34,Restricted,0.751,15,6,True,False
HTA0727,SMC (Scotland),2024-04-26,2024,Preventive Interventions,Neurology,13,2,1185,True,2.487,0.0333,0.3495,74597.54,100000,82887869.35,Low,9.24,3.68,9.55,Restricted,0.546,15,6,False,False
HTA0728,CVZ (Netherlands),2020-07-27,2020,Surgical Procedures,Oncology,11,6,6974,True,0.865,0.0167,0.1851,116713.48,100000,82306242.55,Low,7.23,5.56,5.84,Restricted,0.723,11,16,True,False
HTA0729,G-BA (Germany),2018-08-02,2018,Immunotherapy,Oncology,2,7,7777,True,2.434,0.1789,0.341,10835.8,100000,24356090.94,Moderate,2.64,1.66,3.03,Not Recommended,0.0,3,4,False,False
HTA0730,HAS (France),2020-03-22,2020,Rehabilitation Technologies,Infectious Disease,22,1,8051,True,0.995,0.2243,0.3318,97324.52,100000,88655324.97,Low,8.37,6.07,5.73,Restricted,0.717,13,19,True,False
HTA0731,CADTH (Canada),2022-04-14,2022,Rehabilitation Technologies,Immunology,21,1,1792,True,2.461,0.2229,0.1938,58879.95,100000,30388351.39,Moderate,2.24,2.19,2.03,Not Recommended,0.0,3,14,False,True
HTA0732,IQWIG (Germany),2021-06-08,2021,Gene Therapy,Oncology,15,13,6099,True,-0.071,0.2368,0.3954,11511.88,100000,15884241.6,Moderate,2.68,4.27,2.16,Conditional,0.483,13,18,False,False
HTA0733,NICE (UK),2019-12-12,2019,Diagnostic Tests,Infectious Disease,21,10,9885,True,1.981,0.1558,0.2333,141931.05,50000,18138387.57,Moderate,7.81,7.98,4.64,Restricted,0.785,7,10,True,False
HTA0734,IQWIG (Germany),2022-02-19,2022,Gene Therapy,Immunology,11,10,8840,True,2.307,0.1507,0.1544,26624.59,100000,83122793.38,Low,8.33,6.81,4.29,Restricted,0.591,21,19,True,False
HTA0735,IQWIG (Germany),2018-03-12,2018,Immunotherapy,Endocrinology,24,7,151,False,-0.448,0.0192,0.2004,14145.9,100000,79125251.18,Moderate,1.26,1.36,6.51,Conditional,0.622,18,11,False,False
HTA0736,IQWIG (Germany),2020-09-13,2020,Digital Health,Infectious Disease,5,5,1724,True,1.516,0.0339,0.1832,116559.98,100000,70984190.49,High,5.92,1.79,9.96,Restricted,0.769,14,6,True,False
HTA0737,TLV (Sweden),2024-11-18,2024,Medical Devices,Neurology,11,8,807,True,0.773,0.0449,0.3409,55561.19,100000,40614805.84,Low,5.47,5.9,9.61,Restricted,0.766,23,0,False,False
HTA0738,IQWIG (Germany),2019-05-09,2019,Digital Health,Endocrinology,20,13,6325,False,0.469,0.1956,0.1352,10816.9,100000,98558301.05,Moderate,3.81,9.15,6.27,Restricted,0.564,21,2,False,False
HTA0739,SMC (Scotland),2019-02-02,2019,Rehabilitation Technologies,Neurology,15,4,6943,True,-0.258,0.1448,0.0548,64725.25,100000,8265017.65,Moderate,1.36,8.52,2.89,Conditional,0.431,16,15,False,False
HTA0740,HAS (France),2022-05-25,2022,Diagnostic Tests,Hematology,19,13,2631,True,0.854,0.1897,0.3658,12216.24,100000,52887042.58,High,5.22,8.97,4.25,Restricted,0.78,13,14,True,False
HTA0741,SMC (Scotland),2021-02-04,2021,Preventive Interventions,Cardiology,18,11,1860,True,2.229,0.2352,0.0544,110478.18,100000,31611565.92,Moderate,5.22,4.84,5.63,Restricted,0.675,13,10,True,False
